2018/11/14 10:00,46.32,92.8,0.712,56.36,15.12,53.04,1.188,1020.252,89.8,16.2,61
2018/11/14 11:00,40.82,83.05,0.745,46.14,15.27,65,1.282,1019.1,89.8,17.91,54.09
2018/11/14 12:00,44.5,89.23,0.758,43.5,15.15,69.65,1.258,1018.342,89.8,18,51.81
2018/11/14 13:00,41.41,83.09,0.741,45.82,15.05,69.36,0.968,1017.227,89.8,17.91,49.27
2018/11/14 14:00,50.25,95.75,0.754,60.83,15,58.42,1.142,1017.179,89.8,17.54,52.21
2018/11/14 15:00,49.05,95.14,0.714,60.14,15.23,61.86,0.845,1017.341,89.8,17,54.68
2018/11/14 16:00,48.97,95.97,0.719,68.52,15.29,56.87,0.768,1017.587,89.8,16.19,57.35
2018/11/14 17:00,47.93,94.97,0.747,78.4,15.6,112.77,0.503,1017.92,89.8,15.3,62
2018/11/14 18:00,51.11,99.78,0.748,93.41,16.15,109.11,0.426,1018.141,89.8,15,64.89
2018/11/14 19:00,59.29,107.67,0.792,68.33,16.92,108.29,0.313,1018.3,89.8,14.13,68.42
2018/11/14 20:00,61.45,110.85,0.795,64.15,16.8,107.35,0.445,1018.43,89.8,14.15,69.65
2018/11/14 21:00,70,124.58,0.768,78.26,16,102.63,0.679,1018.732,89.8,14.89,70.89
2018/11/14 22:00,73.15,131,0.748,72.15,15.7,98.78,0.77,1018.7,89.8,14,71.15
2018/11/14 23:00,72.47,129.56,0.744,69.56,15.66,98.47,0.897,1018.597,89.8,14,71.25
2018/11/15 0:00,68.46,122.33,0.738,66.46,15.71,85.38,0.588,1018.717,89.8,14,73.33
2018/11/15 1:00,54.35,104.87,0.717,58.74,15.22,45.7,0.53,1018.587,89.8,14,70.74
2018/11/15 2:00,45.25,92.58,0.708,56.58,15.21,41.38,0.638,1018.238,89.875,14,69.38
2018/11/15 3:00,41,84.17,0.704,54.63,15.04,45.17,0.713,1017.854,89.9,14,69.46
2018/11/15 4:00,45.07,91.74,0.7,55.3,15.41,53.22,0.544,1018.067,89.904,13.78,74.56
2018/11/15 5:00,65.92,118.19,0.715,72.12,15.58,90.12,0.6,1018.362,90.2,12.85,82.42
2018/11/15 6:00,68.96,123.38,0.7,73.04,15.77,89.27,0.519,1018.804,91.938,12,91.96
2018/11/15 7:00,57.74,110.37,0.7,73.37,15.33,90.33,0.593,1019.226,93.767,12,94.04
2018/11/15 8:00,49.35,100.48,0.713,74.7,15.52,90.43,0.83,1019.609,94.791,12,93.61
2018/11/15 9:00,44.23,91.5,0.691,78.14,15.41,91.64,0.568,1020.105,94.8,12,91.5
2018/11/15 10:00,43.86,89.9,0.695,77.43,15.67,91.43,0.543,1019.733,94.8,12.95,87.71
2018/11/15 11:00,41.43,84.48,0.7,78.81,15.67,93.71,0.69,1018.886,94.8,13.19,84.24
2018/11/15 12:00,37.33,74.83,0.7,70.33,15,92.08,0.625,1017.692,94.892,14,80.67
2018/11/15 13:00,36.33,72.75,0.7,75.13,15.38,92.75,0.558,1017.133,94.967,14.75,79.25
2018/11/15 14:00,37.63,75.5,0.704,79.13,15.42,92.25,0.525,1017.092,95,14.63,79.54
2018/11/15 15:00,37.91,76.35,0.709,90.83,15.52,92.83,0.604,1017.243,95,15,79.7
2018/11/15 16:00,37.61,75.75,0.721,91.21,15.39,94.75,0.589,1017.4,95,14.46,79.57
2018/11/15 17:00,35.41,70.86,0.705,89.18,15.55,95.18,0.364,1017.982,95,14.23,79.32
2018/11/15 18:00,29.3,55.52,0.696,72.41,15.41,91.22,0.833,1018.496,95,14.15,76.56
2018/11/15 19:00,31.81,61.48,0.704,71.3,15.81,89.93,0.767,1018.752,95,14,78.33
2018/11/15 20:00,40.91,82.78,0.7,80.22,15.96,89.78,0.483,1019.161,95,14,79.83
2018/11/15 21:00,38.93,78.34,0.7,77.07,15.72,89.31,0.576,1019.672,95,14,81.62
2018/11/15 22:00,38.93,77.1,0.683,70.31,15.07,88.03,0.448,1019.8,95.128,13.14,87.28
2018/11/15 23:00,35.03,68.93,0.662,64.45,15.14,87.21,0.455,1019.855,95.2,13,89.52
2018/11/16 0:00,34.66,67.31,0.655,56.31,14.93,80.07,0.462,1019.552,92.21,12.48,91.34
2018/11/16 1:00,33.9,67.17,0.648,51.14,15.28,51.97,0.424,1019.648,95.61,12,91.62
2018/11/16 2:00,34.13,67.61,0.635,47.97,14.97,45.9,0.665,1019.713,95.755,12,91.58
2018/11/16 3:00,37.46,75.21,0.646,47.29,15.17,50.38,0.588,1019.842,95.8,12,92.21
2018/11/16 4:00,43.19,88.63,0.656,48.93,15.48,62,0.493,1020.207,95.8,12,92.26
2018/11/16 5:00,42.56,87.28,0.648,44,15.48,41.36,0.596,1020.672,95.8,12,90.92
2018/11/16 6:00,43.22,90.11,0.667,55.93,15.26,67.67,0.867,1020.607,95.8,11.89,89.78
2018/11/16 7:00,42.39,86.78,0.661,69.06,15.44,87.06,0.761,1021.406,95.8,11.94,87.83
2018/11/16 8:00,36.38,71.5,0.669,57.62,15.15,56.54,0.942,1022.612,95.8,12,82.58
2018/11/16 9:00,30,57.38,0.654,55.88,14.96,47.23,0.927,1022.788,95.8,12.58,78.5
2018/11/16 10:00,32.84,63.64,0.672,53.92,14.92,51.76,0.828,1022.952,95.8,13.04,76.32
2018/11/16 11:00,37.7,75.17,0.687,51.22,14.96,58.65,1.283,1022.517,95.8,13.17,75.52
2018/11/16 12:00,40.84,83.04,0.684,49.72,15.24,61.12,1.24,1022.06,95.8,13.48,74.68
2018/11/16 13:00,41.57,85.04,0.679,49.11,14.79,59.5,1.046,1021.464,95.8,13,76.89
2018/11/16 14:00,41.64,85.32,0.686,52.32,14.77,49.55,1.2,1021.391,95.8,13,79.32
2018/11/16 15:00,42.78,85.61,0.683,52.13,15.13,58.65,1.43,1021.691,95.765,11.52,85.61
2018/11/16 16:00,46.33,94.48,0.671,55.52,15.19,82.81,1.443,1022.124,95.8,11,90.67
2018/11/16 17:00,54.81,110.12,0.673,58.08,15.65,82.81,1.612,1022.523,95.8,10.08,92.38
2018/11/16 18:00,56.67,112.67,0.67,61.83,15.5,83.9,1.703,1023.063,95.8,10.33,89.43
2018/11/16 19:00,48.93,100.72,0.672,52.1,15.24,69.03,1.728,1023.414,95.8,11,83.14
2018/11/16 20:00,47.57,97.87,0.677,48.17,15.07,52.87,1.703,1023.483,95.8,11,79.83
2018/11/16 21:00,43.38,89.55,0.672,47.31,15.17,50.41,1.086,1023.462,95.8,10.24,79.93
2018/11/16 22:00,43.06,87.06,0.684,52.13,15.13,75.74,0.929,1023.697,95.8,10,79.65
2018/11/16 23:00,43.41,89.55,0.686,48.1,15.59,69.62,0.659,1023.879,95.8,10,79.97
2018/11/17 0:00,42.41,88.41,0.697,44.59,15.9,39.76,0.907,1023.91,95.8,10,77.21
2018/11/17 1:00,27.11,51.17,0.639,42.28,15.28,40.22,1.106,1023.528,95.8,10,74.11
2018/11/17 2:00,16.35,30.2,0.62,38.2,15.1,43.65,0.775,1022.79,95.8,9.8,72.75
2018/11/17 3:00,16.04,28.56,0.607,40.22,15.07,41.19,0.819,1022.544,95.8,9,75.04
2018/11/17 4:00,24.69,45.06,0.613,47.69,15.19,60,0.65,1022.713,95.8,9,76.75
2018/11/17 5:00,26.88,48.76,0.608,48.64,15.08,71.84,0.488,1022.888,95.8,9,75.52
2018/11/17 6:00,26.71,48.39,0.639,56.79,15.36,80.29,0.564,1023.004,95.8,9,75.82
2018/11/17 7:00,29.17,53.39,0.643,66.17,15.35,80.87,0.774,1022.939,95.857,9,76.61
2018/11/17 8:00,30.4,58.24,0.684,63.84,15.12,81.88,1.04,1022.644,95.9,10.64,71.04
2018/11/17 9:00,26.05,46.82,0.673,58.45,14.82,77.68,0.909,1023.182,95.9,12.68,63.45
2018/11/17 10:00,28.74,52.52,0.67,60.91,15.09,85.74,1.083,1024.026,95.9,12,67.87
2018/11/17 11:00,31.54,61.38,0.688,62.75,15.33,87.83,0.792,1022.838,95.9,12,68.42
2018/11/17 12:00,32.56,63.74,0.681,64,15.22,87.48,0.774,1021.341,95.9,12.67,67.33
2018/11/17 13:00,31.86,61.86,0.686,64.18,14.86,88.73,0.709,1020.441,95.9,13,66.32
2018/11/17 14:00,31.79,62.79,0.679,69.54,14.92,89.04,0.613,1020.421,95.9,13,67.96
2018/11/17 15:00,30,57,0.665,75.8,15.25,90.6,0.56,1020.255,95.9,13,68.3
2018/11/17 16:00,29.05,54.86,0.681,72.1,15.1,91.14,0.505,1020.095,95.9,12.67,67.86
2018/11/17 17:00,32.86,65.57,0.686,76.52,14.9,90.1,0.324,1020.086,95.9,12,69.71
2018/11/17 18:00,37.03,74.17,0.697,79.3,15.4,90.43,0.523,1020.47,95.9,12,73
2018/11/17 19:00,45.07,92.2,0.663,79.1,15.37,90.03,0.643,1020.473,96.167,11.37,81.17
2018/11/17 20:00,50.83,102.86,0.679,80.86,15.24,88.24,0.71,1020.624,96.507,10.59,87.34
2018/11/17 21:00,49.87,100.93,0.67,77.23,15.37,86.67,0.673,1021.133,98.93,10,92.37
2018/11/17 22:00,55.52,109.12,0.68,70.56,15.36,84.72,0.644,1021.108,101.504,10,94.52
2018/11/17 23:00,50.8,102.88,0.676,65.04,15.16,83.48,0.708,1021.184,104.88,9.56,95.4
2018/11/18 0:00,45.76,93.24,0.66,60.4,15.36,83.12,0.74,1020.884,106.944,9,95.72
2018/11/18 1:00,40,79.67,0.617,46.46,15.08,51.96,0.971,1020.583,108.771,9,94.75
2018/11/18 2:00,42.39,85.39,0.639,45.72,15.17,44.39,0.594,1020.106,109.3,9,95.44
2018/11/18 3:00,43.96,89.93,0.641,47.15,15.04,46.19,0.693,1020.393,109.3,8.93,96.04
2018/11/18 4:00,41.09,81.57,0.626,43.48,15.13,41.22,0.817,1019.704,109.3,8.35,95.3
2018/11/18 5:00,42.13,84.63,0.617,47.79,15.29,55.29,0.604,1019.729,104.788,8.17,95.38
2018/11/18 6:00,44.04,89.81,0.673,52.85,15.5,78.08,0.612,1019.846,109.3,8,94.69
2018/11/18 7:00,40.03,79.86,0.628,56.86,15.14,81.69,0.669,1020.614,109.334,8.48,92.86
2018/11/18 8:00,40.48,80.6,0.632,59.88,15.12,84.24,0.768,1021.184,110.564,9,94.84
2018/11/18 9:00,45.2,92.64,0.668,70.72,15.32,82.72,0.756,1021.764,114.12,9,96.32
2018/11/18 10:00,46.5,95.46,0.675,68.58,15.54,82.83,0.858,1021.488,115.883,9,95.79
2018/11/18 11:00,42.9,86.47,0.68,65.27,15.9,83.7,0.617,1021.27,117.51,8.93,95.4
2018/11/18 12:00,46.26,95.35,0.678,68.48,16,82.39,0.613,1020.013,118.817,9,95.7
2018/11/18 13:00,47.39,98.58,0.684,67.35,15.81,82.74,0.606,1019.526,119.574,9,95.13
2018/11/18 14:00,46.19,95.44,0.689,65.67,15.78,85.52,0.674,1019.556,120.6,9,94.41
2018/11/18 15:00,45.66,94.38,0.697,68.52,15.72,87.07,0.71,1019.752,121.162,9,94.59
